REG.CGE;NÚMERO;ÓRGÃO;CONVENENTE;CELEBRAÇÃO;PUBLICAÇÃO;OBJETO;VIGÊNCIA;VALOR TOTAL
11-80177-8;0009/2011;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;4/5/2011;31/5/2011;ATENDER AS CRIANÇAS E OS ADOLESCENTES,EM REGIME DE SEMI-INTERNATO,PROVINDAS DE FAMÍLIAS QUE VIVEM PRATICAMENTE ABAIXO DA POBREZA.;28/2/2013;122.608,50
11-80176-0;0006/2011;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DE CARIDADE PADRE IBIAPINA;4/5/2011;31/5/2011;MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO DE CRIANÇAS E ADOLESCENTES VIVENDO EM SITUAÇÃO DE RISCO SOCIAL E PESSOAL,SEMI-INTERNAS NA INSTITUIÇÃO.;30/4/2013;75.600,0
11-80170-1;0004/2011;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CENTRO DE RECUPERAÇÃO HOMENS DE CRISTO / CAMPINA GRANDE;4/5/2011;27/5/2011;TRATAR E ASSISTIR DEPENDENTES QUÍMICOS DE ÁLCOOL E OUTRAS DROGAS,DO SEXO MASCULINO,COM FAIXA ETÁRIA DOS 18 AOS 70 ANOS,EM REGIME DE INTERNATO,AJUDANDO A INTEGRÁ-LOS À FAMÍLIA E À SOCIEDADE.;31/12/2012;126.000,0
11-80152-2;0005/2011;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DA CRIANÇA DR. JOÃO MOURA / CAMPINA GRANDE;4/5/2011;14/5/2011;ASSISTÊNCIA ÀS CRIANÇAS CARENTES EM REGIME DE SEMI-INTERNATO (ABRIGO ABERTO) E ASSISTÊNCIA ÀS FAMÍLIAS E AS MÃES DAS CRIANÇAS.;31/7/2012;136.500,0
11-80129-8;0002/2011;PM/PB - 15.0001 - POLICIA MILITAR DO ESTADO DA PARAIBA;FUNDAÇÃO UNIVERSITÁRIA DE APOIO AO ENSNIO,PESQUISA E EXTENSÃO - FURNE;8/4/2011;3/5/2011;PARCERIA TÉCNICO-PEDAGÓGICA OPERACIONAL ENTRE AS CONVENENTES NA REALIZAÇÃO DO PROCESSO SELETIVO INTERNO PARA O CURSO DE FORMAÇÃO DE SARGENTOS DA POLÍCIA MILITAR DA PARAÍBA E PARA O CURSO DE FORMAÇÃO DE SARGENTOS DO CORPO DE BOMBEIROS MILITAR DA PARAÍBA.;8/4/2016;0,0
11-80119-1;0002/2011;DPE - 14.0001 - DEFENSORIA PÚBLICA DO ESTADO DA PARAIBA;UNIVERSIDADE ESTADUAL DA PARAÍBA;26/4/2011;28/4/2011;FORMALIZAÇÃO DAS CONDIÇÕES ESSENCIAIS À CRIAÇÃO DO NÚCLEO ACADÊMICO DE ESTUDOS JURÍDICOS,COM A PARTICIPAÇÃO DE ESTUDANTES DOS CURSOS DE DIREITO DA UEPB,DEVIDAMENTE MATRICULADOS A PARTIR DO 7º PERÍODO,DE PROFESSORES DA IES PARTICIPANTE,DEVIDAMENTE DESIGNADOS PARA TAL FIM E DE DEFENSORES PÚBLICOS,IGUALMENTE INDICADOS PELA CONCEDENTE.;26/4/2015;0,0
11-80105-1;0133/2011;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;7/4/2011;21/4/2011;CUSTEAR O TRANSPORTE DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.;31/12/2011;505.000,0
11-80067-4;0001/2011;IMEQ - 21.0401 - INSTITUTO DE METROLOGIA E QUALIDADE DA PARAÍBA;UNIVERSIDADE ESTADUAL DA PARAÍBA;4/4/2011;8/4/2011;CONSTITUI OBJETO DESTE CONVÊNIO Nº.001/2011,ESTABELECER CONDIÇÕESINDISPENSÁVEIS A VIABILIZAÇÃO DE COCESSÃO DE ESTÁGIOS CURRICULARES A ESTUDANTES DA UNIVERSIDADE ESTADUAL DA PARAÍBA - UEPB,REGULARMENTE MATRICULADOS E COM EFETIVA FREQUÊNCIA,ENTENDIDO COMO UM ATO EDUCATIVO ESCOLAR SUPERVISIONADO E COMO UMA ESTRATÉGIA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO APRENDIZAGEM.     ;2/4/2015;0,0
11-80065-8;0002/2011;UEPB - 22.0401 - UNIVERSIDADE ESTADUAL DA PARAÍBA;HOSPITAL PEDRO I;24/3/2011;8/4/2011;ESTABELECER CONDIÇÕES INDISPENSÁVEIS À VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULARES OBRIGATÓRIOS PARA ALUNOS REGULARMENTE MATRICULADOS E COM EFETIVA FREQÜÊNCIA NO(S) CURSO(S) DE GRADUAÇÃO EM FARMÁCIA,ENFERMAGEM E FISIOTERAPIA MINISTRADOS PELA UEPB.;24/3/2014;0,0
11-80058-5;0005/2011;DETRAN - 26.0101 - DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA;SINDICATO DOS MOTOTAXISTAS E ENTREGADORES DE ENCOMENDAS EM MOTOCICLETAS E SIMILARES DE CG-SINDMOTO;22/2/2011;5/4/2011;REPASSE DA CONTRIBUIÇÃO SINDICAL DEVIDA PELOS INTEGRANTES DAS CATEGORIAS PROFISSIONAIS REPRESENTADAS PELO SINDMOTO-CG,SENDO TAL CONTRIBUIÇÃO ACRESCIDA AO MONTANTE A SER PAGO POR OCASIÃO DO LICENCIAMENTO DOS VEÍCULOS DE TRANSPORTES DE PASSAGEIROS E ENCOMENDAS EM MOTOCICLETAS NA CATEGORIA ALUGUEL.;21/2/2012;60,0
11-80005-4;0005/2011;IMEQ - 21.0401 - INSTITUTO DE METROLOGIA E QUALIDADE DA PARAÍBA;UNESC- UNIÃO DE ENSINO SUPERIOR- CAMPINA GRANDE;28/2/2011;3/3/2011;CONSTITUI OBEJTO DESTE INSTRUMENTO DO CONVÊNIO,ESTABELECER CONDIÇÕES INDISPENSAVEIS A VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULARES AOS ESTUDANTES DA UNESC - UNIÃO DE ENSINO SUPERIOR DE CAMPINA GRANDE/PB,REGULARMENTE MATRICULADOS E COM EFETIVA FREQUENCIA,ENTENDIDO COMO UM ATO EDUCATIVO ESCOLAR SUPERVISIONADO E COMO UMA ESTRATÉGICA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO-APRENDIZAGEM.;27/2/2015;0,0
10-80784-5;0036/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;16/12/2010;18/12/2010;REFORMA NAS INSTALAÇÕES DO PRÉDIO DA CASA DO MENINO,LOCALIZADO NO MUNICÍPIO DE CAMPINA GRANDE-PB.;31/5/2011;60.387,43
"10-80759-4;0001/2010;SEINTER - 18.0001 - SECRETARIA DO ESTADO DA INTERIORIZAÇÃO DA AÇÃO DO GOVERNO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;13/12/2010;17/12/2010;REPASSAR RECURSOS FINANCEIROS VISANDO APOIAR A REALIZAÇÃO DO EVENTO DENOMINADO ""NATAL DOS SONHOS 2010"" NA CIDADE DE CAMPINA GRANDE.;12/2/2011;378.840,0
10-80753-5;0035/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;ORGANIZAÇÃO PAPEL MARCHE - PAPEL MARCHE / CAMPINA GRANDE;1/12/2010;4/12/2010;MANUTENÇÃO DA ORGANIZAÇÃO PAPEL MARCHÊ,QUE ATENDE 81 (OITENTA E UMA) CRIANÇAS E ADOLESCENTES PORTADORES DE NECESSIDADES ESPECIAIS.;31/10/2011;61.557,30
10-80729-2;012//2010;DETRAN - 26.0101 - DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA;SINDICATO DOS MOTOTAXISTAS E ENTREGADORES DE ENCOMENDAS EM MOTOCICLETAS E SIMILARES DE CG-SINDMOTO;4/8/2010;1/10/2010;O PRESENTE CONVÊNIO TEM POR OBJETO O REPASSE AO SINDICATO DA CONTRIBUIÇÃO SINDICAL ANUAL;3/8/2011;0,0
10-80724-1;0007/2010;SEAP - 24.0001 - SECRETARIA DE ESTADO DE ADMINISTRAÇÃO PENITENCIÁRIA;UNIVERSIDADE ESTADUAL DA PARAÍBA;4/9/2010;28/9/2010;O PRESENTE CONVÊNIO TEM POR OBJETO,A PRESTAÇÃO DE MÃO-DE-OBRA PRISIONAL FORNECIDA POR REEDUCANDOS DO SISTEMAS PENITENCIÁRIO DO ESTADO DA PARAIBA,QUE SE ENCONTREM CUMPRINDO PENA EM REGIME ABERTO,SEMI-ABERTO E EM LIVRAMENTO CONDICIONAL,DECRETADOS PELA JUSTIÇA CRIMINAL,PREVISTA NA FORMA DA LEI,COM O OBJETIVO D EPROMOVER A REINTEGRAÇÃO SOCIAL DOS MESMOS,COMO DEVER SOCIAL,ELEVAÇÃO DA DIGNIDADE HUMANA A CARÁTER EDUCATIVO E PRODUTIVO,SEM VÍNCULO EMPREGATICIO,NOS LOCAIS E DEPENDÊNCIAS DA CONVENENTE.;4/9/2015;1.961.685,0
10-80708-0;0002/2010;SER - 17.0001 - SECRETARIA DE ESTADO DA RECEITA;UNIVERSIDADE ESTADUAL DA PARAÍBA;1/9/2010;11/9/2010;PROGRAMA DE MÚTUA COOPERAÇÃO TÉCNICO CIENTÍFICA ENTRE OS CONVENENTES. ;31/8/2018;0,0
10-80693-8;0002/2010;FAC - 27.0202 - FUNDAÇÃO DE AÇÃO COMUNITÁRIA;UNIVERSIDADE ESTADUAL DA PARAÍBA;1/7/2010;25/8/2010;CONTRATAÇÃO DE ESTAGIOS CURRICULARES OBRIGATORIOS;1/7/2012;88.360,80
10-80631-8;0030/2010;SEPLAG - 20.101 - SECRETARIA DE ESTADO DE PLANEJAMENTO,ORÇAMENTO,GESTÃO E FINANÇAS;COOP. PRODUTORES TÊXTIL  ALGODÃO COLORIDO DA PARAÍBA;28/6/2010;17/7/2010;PROJETO PRODUTIVO APL DO ALGODÃO ECOLOGICO.;23/2/2015;481.610,70
10-80598-2;0006/2010;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA / CAMPINA GRANDE;1/10/2010;5/11/2010;VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS,PELA CONCEDENTE AOS ESTUDANTES DA CONVENENTE,REGULARMENTE MATRICULADOS EM ESTÁGIOS SUPERVISIONADOS E COM EFETIVA FREQUÊNCIA NOS CURSOS DE GRADUAÇÃO DO CESED,ENTENDIDO O ESTÁGIO COMO UMA ESTRATÉGIA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO/APRENDIZAGEM MEDIANTE PLANO DE TRABALHO,QUE INTEGRARÁ ESTE INSTRUMENTO INDEPENDENTEMENTE DE TRANSCRIÇÃO.;1/10/2012;0,0
10-80551-6;0035/2010;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;1/7/2010;2/7/2010;PRESTAR ASSISTENCIA AS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM COM HIV/AIDS,ATRAVES DO PROJETO CASA DE APOIO CELIA BRECHO,APROVADO PELO PAM - PROGRAMA DE AÇÕES E METAS - ESTADUAL 2010 EM COSONANCIA COM O PLANO DE TRABALHO.;1/7/2011;93.414,0
10-80526-5;0178/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO DA EEEF MONTE SANTO;29/6/2010;2/7/2010;CUSTEAR O TRANSPORTE ESCOLAR PARA ALUNOS RESIDENTES EM AREAS RURAIS MATRICULADOS NAS ESCOLAS DA ZONA URBANA.;31/12/2010;51.600,0
10-80510-9;0030/2010;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;22/6/2010;2/7/2010;  PRESTAR ASSISTÊNCIA ÀS PESSOAS PORTADORA QUE VIVEM E CONVIVEM E/OU CONVIVEM COM HIV/AIDS,"ATRAVES DO PROJETO ""MERCADO DE TRABALHO E QUALIFICAÇÃO PROFISSIONAL 2010",APROVADO PELO PAM - PROGRAMA DE AÇÕES E METAS - ESTADUAL/2010,EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTEMENTE DE TRANSCRIÇÃO.;22/1/2011;35.500,0
10-80509-5;0029/2010;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;22/6/2010;2/7/2010; MANTER APOIO AS PESSOAS INFECTADAS PELO HIV/AIDS E FAMILIARES,EM CAMPINA GRANDE,EM ATENDIMENTO AO PROJETO ESTRATÉGICO COM APROVADO PELO PAM - PROGRAMA DE AÇÕES E METAS - ESTADUAL/2010,EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTEMENTE DE TRANSCRIÇÃO.;22/8/2010;8.000,0
10-80508-7;0033/2010;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;ONG - ESPERANÇA NO AMANHÃ - ENA;28/6/2010;2/7/2010;PRESTAR ASSISTÊNCIA AS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM COM HIV/AIDS,ATRAVÉS DO PROJETO DE BEM COM A VIA - 2010,APROVADO PELO PAM - PROGRAMA DE AÇÕES E METAS - ESTADUAL 2010,EM CONSONÂNCIA COM O PLANO DE TRABALHO.;28/1/2011;35.500,0
10-80474-9;0232/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO DA EEEF JOAQUINA CABRAL;18/6/2010;2/7/2010;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA ZONA URBANA.;31/12/2010;80.000,0
10-80459-5;0233/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM JOSÉ MIGUEL LEÃO - CAMPINA GRANBDE/PB.;18/6/2010;29/6/2010;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA ZONA URBANA.;31/12/2010;80.000,0
10-80458-7;0230/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO DA EEEFM ANTÔNIO GUEDES DE ANDRADE;18/6/2010;2/7/2010;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA ZONA URBANA.;31/12/2010;80.000,0
10-80451-0;0013/2010;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;ONG - ESPERANÇA NO AMANHÃ - ENA;16/3/2010;22/6/2010; PRSTAR ASSISTÊNCIA AS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM HIV E AIDS EM CONSONÂNCIA COM OPLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INEPENDENTEMENTE DE TRANSCRIÇÃO. ;16/3/2011;7.500,0
10-80446-3;0024/2010;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;CENTRO ELOHIM DE EQUOTERAPIA E HIPISMO - CEEQ;8/6/2010;22/6/2010;MANUTENÇÃO DO CENTRO ELOHIM DE EQUOTERAPIA E HIPISMO,NA CIDADE DE CAMPINA GRANDE/PB. ;7/6/2011;132.600,0
10-80442-1;0180/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR MARIA AUGUSTA LUCENA BRITO / CAMPINA GRANDE;14/6/2010;18/6/2010;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA ZONA RUBANA.;31/12/2010;79.500,0
10-80431-5;0179/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR RUBENS DUTRA SEGUNDO /CAMPINA GRANDE;14/6/2010;18/6/2010;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA ZONA URBANA.;31/12/2010;80.000,0
10-80411-1;0181/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR WALNIZA BORBOREMA CUNHA LIMA - CAMPINA GRANDE/PB.;14/6/2010;17/6/2010;CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA ZONA URBANA.;31/12/2010;68.500,0
10-80370-0;0012/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;7/6/2010;10/6/2010;AQUISIÇÃO DE MAQUINÁRIO PROFISSIONAL PARA LAVANDERIA DO INSTITUTO.;31/7/2010;115.122,0
10-80369-6;0009/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DE ACOLHIDA SÃO PAULO DA CRUZ;7/6/2010;10/6/2010;MANUTENÇÃO DA INSTITUIÇÃO.;31/1/2011;78.750,0
10-80365-3;0015/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;FUNDAÇÃO ASSISTENCIAL DA PARAÍBA  -  FAP;2/6/2010;9/6/2010;AQUISIÇÃO DE MEDICAMENTOS PARA PACIENTES ACOMETIDOS OU PORTADORES DE CÂNCER EM TRATAMENTO QUIMIOTERÁPICO.;31/7/2011;630.000,0
10-80363-7;0004/2010;JUCEP - 21.0501 - JUNTA COMERCIAL DO ESTADO DA PARAÍBA;UNIVERSIDADE ESTADUAL DA PARAÍBA;1/6/2010;8/6/2010;CONCESSÃO DE ESTAGIO CURRICULAR ;31/5/2012;0,0
10-80301-7;0121/2010;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;1/4/2010;26/5/2010;REFORMA DO TEATRO MUNICIPAL SEVERINO CABRAL,NO MUNICIPIO DE CAMPINA GRANDE/PB;30/3/2011;712.000,0
10-80298-3;0010/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CENTRO DE RECUPERAÇÃO HOMENS DE CRISTO / CAMPINA GRANDE;5/5/2010;26/5/2010;TRATAR E ASSISTIR DEPENDENTES QUÍMICOS DE ÁLCOOL E OUTRAS DROGAS,DO SEXO MASCULINO COM FAIXA ETÁRIA DOS 18 AOS 70 ANOS,EM REGIME DE INTERNATO AJUDANDO A REINTEGRÁ-LOS Á FAMÍLIA E A SOCIEDADE.;31/12/2010;78.750,0
10-80295-9;0020/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DE CARIDADE PADRE IBIAPINA;24/5/2010;26/5/2010;MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO DE CRIANÇAS E ADOLESCENTES VIVENDO EM SITUAÇÃO DE RISCO SOCIAL E PESSOAL,SEMI-INTERNAS NA INSTITUIÇÃO.;31/12/2010;36.750,0
10-80293-2;0011/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;19/5/2010;26/5/2010;ASSISTÊNCIA AOS IDOSOS INTERNOS,ATRAVÉS DA ALIMENTAÇÃO,HIGIENE E LIMPEZA,ALÉM DO CUIDADO MÉDICO,DANDO POSSIBILIDADE DE UMA VIDA DIGNA.;30/6/2011;126.000,0
10-80292-4;0005/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;19/5/2010;26/5/2010;ATENDIMENTO ÀS CRIANÇAS E ADOLESCENTES PROVINDOS DE FAMÍLIAS QUE VIVEM PRATICAMENTE ABAIXO DA POBREZA,DANDO OPORTUNIDADE DE CONTINUAR AS SUAS ATIVIDADES,PROMOVENDO PARA O EXERCÍCIO DA CIDADANIA.;31/1/2011;75.600,0
10-80291-6;0004/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO DE EDUCAÇÃO E ASSISTÊNCIA AOS CEGOS DO NORDESTE;20/5/2010;26/5/2010;COMPRA DE PRODUTOS ALIMENTÍCIOS PERECÍVEIS E NÃO PERECÍVEIS,MATERIAL DE LIMPEZA,ALÉM DE MATERIAL PEDAGÓGICO,VISANDO O ATENDIMENTO À CLIENTELA MATRICULADA NA INSTITUIÇÃO.;31/10/2011;63.000,0
10-80287-8;0022/2010;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;19/5/2010;25/5/2010; FORNECER REFEIÇÕES A SER SERVIDAS AOS PARTICIPANTES DO I ENCONTRO NACIONAL DE CASAS DE APOIO EM HIV E AIDS,EM CONSONÂNCIA COM PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTEMENTE DE TRANSCRIÇÃO.;19/6/2010;18.000,0
10-80189-8;0014/2010;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CONGREGAÇÃO REDENTORISTA NORDESTINA;6/5/2010;12/5/2010;ASSISTÊNCIA EDUCACIONAL A 263 (DUZENTOS E SESSENTA E TRÊS) JOVENS CARENTES,ATRAVÉS DE CURSOS PROFISSIONALIZANTES NAS ÁREAS DE ELETRÔNICA,SAÚDE,TELECOMUNICAÇÃO,INFORMÁTICA E TURISMO.;31/12/2010;959.424,0
10-80099-9;0002/2010;EMEPA - 32.202 - EMPRESA ESTADUAL DE PESQUISA AGROPECUÁRIA DA PARAÍBA;UNIVERSIDADE ESTADUAL DA PARAÍBA;13/4/2010;17/4/2010;CONCESSÃO DE ESTÁGIO CURRICULAR  OBRIGATÓRIO A ALUNOS REGULARMENTE MATRICULADOS NOS CURSOS TÉCNICOS E DE GRADUAÇÃO MINISTRADOS PELA UEPB,CAPACITANDO-OS PARA O MERCADO DE TRABALHO.;13/4/2015;0,0
10-80084-1;0001/2010;SUPLAN - 31.202 - SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO DA PARAÍBA;CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA / CAMPINA GRANDE;3/3/2010;15/4/2010;CONCESSÃO DE ESTÁGIOS SUPERVISIONADOS A ESTUDANTES DE CURSO SUPERIOR DO CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO - CESED/FACISA/FCM;3/3/2012;0,0
10-80027-1;0016/2010;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;VISÃO NACIONAL CONSCIÊCIA CRISTÃ/CAMPINA GRANDE;8/2/2010;18/2/2010;O PRESENTE CONVÊNIO TEM POR OBJETIVO REPASSAR RECURSOS FINANCEIROS VISANDO APOIAR A REALIZAÇÃO DO EVENTO DENOMINADO XII ENCONTRO PARA A CONSCIÊNCIA CRISTÃ A SER REALIZADO DURANTE O PERÍODO DE 10 A 16 DE FEVEREIRO DE 2010,NA CIDADE DE CAMPINA GRANDE-PB,CONSOLIDANDO ASSIM,OS EVENTOS TURÍSTICOS-CULTURAIS NO MUNICÍPIO.;8/4/2010;174.000,0
09-80485-4;0037/2009;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;ONG-CENTRO INFORMATIVO DE PREV. MOBIL,E ACONSELHAMENTO AOS PROFISSIONAIS DO SEXO-CAMPINA GRANDE;3/12/2009;17/12/2009; PRESTAR ASSISTÊNCIA ÀS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM COM HIV/AIDS,"ATRAVÉS DO PROJETO ""PROMOVENDO E INTERIORIZANDO AS AÇÕES DE PEVENÇÃO COM AS PROFISSIONAIS DO SEXO""",EM CONSONÂNCIA COM PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTE DE TRANSCRIÇÃO. ;3/6/2010;20.560,7
09-80427-7;0046/2009;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR WALNIZA BORBOREMA CUNHA LIMA - CAMPINA GRANDE/PB.;21/10/2009;3/12/2009;CUSTEAR O TRANSPORTE ESCOLAR PARA ALUNOS RESIDENTES NA ZONA RURAL MATRICULADOS NAS ESCOLAS ESTADUAIS DA ZONA URBANA.;31/12/2009;80.000,0
09-80426-9;0040/2009;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM JOSÉ MIGUEL LEÃO - CAMPINA GRANBDE/PB.;19/10/2009;3/12/2009;CUSTEAR O TRANSPORTE ESCOLAR PARA ALUNOS RESIDENTES NA ZONA RURAL MATRICULADOS NA ESCOLAS ESTADUAIS DA ZONA URBANA.;31/12/2009;80.000,0
09-80419-6;0034/2009;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;GRUPO DE APOIO A VIDA - GAV - CAMPINA GRANDE/PB.;19/11/2009;28/11/2009; PRESTAR ASSISTÊNCIA ÀS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM COM AIH/AIDS,"ATRAVES DO PROJETO ""HUMANIZANDO A VIDA POSITIVA""",EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTE DE TRANSCRIÇÃO. ;19/5/2010;30.840,11
09-80402-1;0024/2009;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;3/11/2009;21/11/2009;REFORMA NAS INSTALAÇÕES DO PRÉDIO DA CASA DO MENINO,LOCALIZADA NA CIDADE DE CAMPINA GRANDE-PB.;31/12/2009;60.387,43
09-80374-2;0015/2009;PROCON - 09.203 - PROCON/PB - PROTEÇÃO E DEFESA DO CONSUMIDOR DO ESTADO DA PARÍBA;UNIÃO DE ENSINO SUPERIOR DE CAMPINA GRANDE;2/5/2009;4/11/2009;TEM POR OBJETIVO FORMALIZAR JUNTO A INSTITUIÇÃO DE ENSINO,UNIÃO DE ENSINO SUPERIOR DE CAMPINA GRANDE - UNESC E O PROGRAMA ESTADUAL DE ORIENTAÇÃO E DEFESA DO CONSUMIDOR - PROCON/PB,AS CONDIÇÕES BÁSICAS PARA REALIZAÇÃO DE ESTÁGIO CURRICULAR E EXTRACURRICULAR DOS ALUNOS REGULARMENTE MATRICULADOS A PARTIR DO SEXTO PERÍODO DO CURSO DE DIREITO.;30/4/2012;0,0
